participant,gender,video_id,second,band,frontal_asymmetry,parietal_mean,negativity_rating,positivity_rating,net_predisposition_rating
UVBY3,Male,dph,45,alpha,0.5746641049705499,9.968451376252965,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,46,alpha,0.6849649967350349,10.303216551997222,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,47,alpha,0.8258679414944847,10.889495588121925,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,48,alpha,0.8413315577901859,11.238846366993869,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,49,alpha,0.6974177546542055,11.16834749775978,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,50,alpha,0.46799043154669384,10.864764238942595,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,51,alpha,0.26635754405323375,10.887090382964937,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,52,alpha,0.04112379692913315,11.485450679731134,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,53,alpha,-0.045047190003632664,12.078104599694957,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,54,alpha,0.15722637214621038,12.091605119998913,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,55,alpha,0.44525390613334004,11.536009261936329,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,56,alpha,0.6539560665211059,10.89638702710699,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,57,alpha,0.8395890822998879,10.754481964842919,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,58,alpha,0.9350882957294022,11.204268336940036,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,59,alpha,0.26258431888855194,3.2727621630202552,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,0,beta,0.7083058111369027,32.540477780578414,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,1,beta,1.0359479208875442,33.69088740096623,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,2,beta,1.7134732437679077,35.42324527467947,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,3,beta,2.0614008125018515,36.86606377352086,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,4,beta,1.6573602868021737,37.40673517394939,6.418749999999999,3.5125,7.384374999999999
UVBY3,Male,dph,5,beta,0.8437957780982117,37.179426038088494,6.418749999999999,3.5125,7.384374999999999
